level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
3	1	28	1	0	0	435	673	208	28	-1	
4	1	28	1	1	0	435	673	208	28	-1	
5	1	28	1	1	1	435	675	67	19	92.790802	VEGGIE
5	1	28	1	1	2	508	675	54	19	96.927658	MENU
5	1	28	1	1	3	570	673	3	28	94.560570	|
5	1	28	1	1	4	580	676	63	21	94.560570	10,90€
2	1	29	0	0	0	197	710	684	24	-1	
3	1	29	1	0	0	197	710	684	24	-1	
4	1	29	1	1	0	197	710	684	24	-1	
5	1	29	1	1	1	197	710	87	24	93.746254	Tagliatelle
5	1	29	1	1	2	289	715	7	14	93.306252	s
5	1	29	1	1	3	303	710	100	24	93.013390	Bazalkovým
5	1	29	1	1	4	409	710	61	19	92.387131	Pestom
5	1	29	1	1	5	475	710	8	20	92.306366	/
5	1	29	1	1	6	488	710	59	19	96.991547	Sušené
5	1	29	1	1	7	553	710	81	24	93.262833	Paradajky
5	1	29	1	1	8	639	710	8	20	93.146996	/
5	1	29	1	1	9	652	710	82	19	46.045578	Parmezán
5	1	29	1	1	10	753	710	100	24	46.678215	350/50/30g
5	1	29	1	1	11	859	719	22	12	93.925346	137
2	1	30	0	0	0	430	775	220	30	-1	
3	1	30	1	0	0	430	775	220	30	-1	
4	1	30	1	1	0	430	775	220	30	-1	
5	1	30	1	1	1	430	775	74	23	96.921860	ŠPECIÁL
5	1	30	1	1	2	510	779	54	19	93.274292	MENU
5	1	30	1	1	3	571	777	20	28	79.240715	1|
5	1	30	1	1	4	597	780	53	21	95.951790	8,90€
2	1	31	0	0	0	154	814	772	24	-1	
3	1	31	1	0	0	154	814	772	24	-1	
4	1	31	1	1	0	154	814	772	24	-1	
5	1	31	1	1	1	154	814	51	19	96.609245	Kurací
5	1	31	1	1	2	210	814	85	24	96.502548	Stroganov
5	1	31	1	1	3	300	819	7	14	93.284851	s
5	1	31	1	1	4	313	814	67	19	93.231308	Basmati
5	1	31	1	1	5	386	814	49	24	93.087364	Ryžou
5	1	31	1	1	6	441	819	9	14	93.052040	a
5	1	31	1	1	7	456	814	84	19	92.903481	Domácimi
5	1	31	1	1	8	545	814	113	24	91.471321	Zemiakovými
5	1	31	1	1	9	664	814	97	19	77.820061	Hranolkami
5	1	31	1	1	10	780	814	121	24	77.820061	150/100/100g
5	1	31	1	1	11	906	823	20	12	80.900772	7,10
2	1	32	0	0	0	428	879	224	30	-1	
3	1	32	1	0	0	428	879	224	30	-1	
4	1	32	1	1	0	428	879	224	30	-1	
5	1	32	1	1	1	428	879	74	23	96.144737	ŠPECIÁL
5	1	32	1	1	2	507	883	55	19	96.105850	MENU
5	1	32	1	1	3	563	875	10	38	93.253868	2
5	1	32	1	1	4	586	881	3	28	94.909767	|
5	1	32	1	1	5	599	884	53	21	94.909767	9,90€
2	1	33	0	0	0	178	915	724	27	-1	
3	1	33	1	0	0	178	915	724	27	-1	
4	1	33	1	1	0	178	915	724	27	-1	
5	1	33	1	1	1	178	918	87	24	96.983025	Vyprážaný
5	1	33	1	1	2	271	918	74	24	97.002640	Bravčový
5	1	33	1	1	3	351	918	49	19	96.524345	Rezeň
5	1	33	1	1	4	406	923	17	14	93.241394	so
5	1	33	1	1	5	428	918	100	19	93.189072	Zemiakovou
5	1	33	1	1	6	536	918	48	19	93.094650	Kašou
5	1	33	1	1	7	590	918	8	20	93.229813	/
5	1	33	1	1	8	604	918	78	24	92.240433	Uhorkový
5	1	33	1	1	9	688	915	42	22	66.945747	Šalát
5	1	33	1	1	10	748	918	110	24	77.920921	180/250/50g
5	1	33	1	1	11	864	927	38	12	59.350300	13.2
2	1	34	0	0	0	392	965	297	20	-1	
3	1	34	1	0	0	392	965	297	20	-1	
4	1	34	1	1	0	392	965	297	20	-1	
5	1	34	1	1	1	392	965	64	20	96.300987	OSOBNÝ
5	1	34	1	1	2	464	961	60	34	96.654358	ODBER:
5	1	34	1	1	3	535	972	12	12	96.922943	+
5	1	34	1	1	4	553	969	65	16	95.274330	421910
5	1	34	1	1	5	624	969	29	16	91.773621	613
5	1	34	1	1	6	659	969	30	16	91.773621	000
2	1	35	0	0	0	342	1073	10	4	-1	
3	1	35	1	0	0	342	1073	10	4	-1	
4	1	35	1	1	0	342	1073	10	4	-1	
5	1	35	1	1	1	342	1073	10	4	15.639496	%
