level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	15	8	1866	772	66	74	55.546757	a
5	1	1	1	15	9	1945	783	3	7	74.141556	|
4	1	1	1	16	0	519	823	1091	49	-1	
5	1	1	1	16	1	519	843	73	15	39.726830	SEE
5	1	1	1	16	2	614	846	39	26	32.231911	dj
5	1	1	1	16	3	702	828	88	37	55.621666	ú.
5	1	1	1	16	4	817	823	327	42	38.771217	25a
5	1	1	1	16	5	1173	820	64	35	17.976830	BEEN
5	1	1	1	16	6	1246	825	151	29	6.948029	Pe
5	1	1	1	16	7	1412	823	198	32	22.459663	OSN
4	1	1	1	17	0	529	844	1186	63	-1	
5	1	1	1	17	1	529	895	5	4	0.000000	.
5	1	1	1	17	2	606	869	69	22	29.371567	So
5	1	1	1	17	3	744	860	168	47	18.632545	gta
5	1	1	1	17	4	992	859	55	38	0.000000	DS
5	1	1	1	17	5	1117	854	125	42	31.088608	ONA
5	1	1	1	17	6	1253	847	157	51	28.509903	cote
5	1	1	1	17	7	1468	844	136	46	38.590706	ee
4	1	1	1	18	0	105	874	1674	80	-1	
5	1	1	1	18	1	105	912	51	42	68.013863	7
5	1	1	1	18	2	524	902	2	2	59.976940	ý
5	1	1	1	18	3	650	906	78	27	28.838875	O
5	1	1	1	18	4	743	903	34	38	26.894676	A
5	1	1	1	18	5	788	901	34	40	13.185822	Li
5	1	1	1	18	6	846	903	32	31	33.907349	“4
5	1	1	1	18	7	890	902	50	35	63.860767	[#3
5	1	1	1	18	8	954	897	17	32	78.602043	=
5	1	1	1	18	9	1007	894	62	55	21.034286	a
5	1	1	1	18	10	1099	893	21	40	37.971054	A
5	1	1	1	18	11	1130	901	52	27	41.593140	a
5	1	1	1	18	12	1199	893	80	41	33.628815	aay
5	1	1	1	18	13	1320	887	45	18	31.314171	sa
5	1	1	1	18	14	1390	877	69	39	44.306877	>
5	1	1	1	18	15	1521	888	32	8	47.760803	oy
5	1	1	1	18	16	1628	880	38	32	71.050850	Č
5	1	1	1	18	17	1749	874	30	46	76.191322	6
4	1	1	1	19	0	0	1019	1624	108	-1	
5	1	1	1	19	1	0	1045	62	82	85.651054	2
5	1	1	1	19	2	388	1063	151	41	40.193634	„i
5	1	1	1	19	3	1007	1027	289	59	28.933197	NY
5	1	1	1	19	4	1576	1019	48	61	62.801456	č
4	1	1	1	20	0	223	1077	994	61	-1	
5	1	1	1	20	1	223	1096	51	42	72.949524	&
5	1	1	1	20	2	581	1100	12	22	10.311630	4
5	1	1	1	20	3	870	1083	160	34	15.568848	aus
5	1	1	1	20	4	1045	1077	172	41	38.018223	V
5	1	1	1	20	5	1230	1077	37	34	21.058746	U
4	1	1	1	21	0	0	1087	1699	83	-1	
5	1	1	1	21	1	0	1137	31	25	16.702461	—
5	1	1	1	21	2	95	1117	39	44	65.536140	©
5	1	1	1	21	3	547	1134	11	8	46.387207	“
5	1	1	1	21	4	611	1124	2	2	29.015823	‘
5	1	1	1	21	5	675	1124	56	25	8.921188	ars
5	1	1	1	21	6	792	1112	16	44	22.619171	jú
5	1	1	1	21	7	844	1098	126	72	42.061153	gone.
5	1	1	1	21	8	995	1095	120	52	20.029068	a
5	1	1	1	21	9	1139	1088	34	66	15.436691	ate
5	1	1	1	21	10	1445	1109	33	50	56.202110	$
5	1	1	1	21	11	1645	1087	54	29	65.454300	2
4	1	1	1	22	0	562	1117	1079	85	-1	
5	1	1	1	22	1	562	1153	4	2	16.635811	t
5	1	1	1	22	2	602	1117	98	75	8.742592	oA
5	1	1	1	22	3	719	1180	18	4	0.000000	>
5	1	1	1	22	4	791	1143	66	39	27.633377	Vý
5	1	1	1	22	5	867	1151	34	40	19.447945	Sr
5	1	1	1	22	6	950	1142	51	60	34.003227	gt
5	1	1	1	22	7	1069	1136	98	49	52.462753	dove
5	1	1	1	22	8	1174	1142	31	39	0.000000	X
5	1	1	1	22	9	1597	1146	44	41	79.096863	+
4	1	1	1	23	0	0	1160	2044	80	-1	
5	1	1	1	23	1	0	1186	72	41	18.144669	ahead
5	1	1	1	23	2	233	1190	39	34	18.392273	gE
5	1	1	1	23	3	521	1174	52	46	80.183472	©
5	1	1	1	23	4	707	1192	62	8	39.136971	“ee
5	1	1	1	23	5	799	1175	42	55	38.857574	fay,
5	1	1	1	23	6	863	1194	71	32	28.154900	SR
5	1	1	1	23	7	947	1190	78	30	20.680542	patel
5	1	1	1	23	8	1414	1174	34	42	71.179924	a
5	1	1	1	23	9	1977	1160	67	80	54.941063	sať
4	1	1	1	24	0	221	1225	1504	55	-1	
5	1	1	1	24	1	221	1246	34	34	96.657631	©
5	1	1	1	24	2	1695	1225	30	25	89.223038	e
4	1	1	1	25	0	73	1276	1670	111	-1	
5	1	1	1	25	1	73	1320	28	15	70.950890	~
5	1	1	1	25	2	447	1300	50	87	48.620277	d
5	1	1	1	25	3	1686	1276	57	80	52.131634	m»
4	1	1	1	26	0	742	1331	1306	64	-1	
5	1	1	1	26	1	742	1336	102	59	44.587204	3
5	1	1	1	26	2	1009	1341	32	37	86.141739	a
5	1	1	1	26	3	1108	1331	96	54	17.745354	WE
4	1	1	1	27	0	548	1372	1500	52	-1	
5	1	1	1	27	1	548	1385	38	36	67.891190	&
5	1	1	1	27	2	1078	1397	50	24	72.958542	=
5	1	1	1	27	3	1334	1384	35	19	55.467155	W
5	1	1	1	27	4	1612	1372	37	49	34.204926	|
5	1	1	1	27	5	1886	1375	15	12	52.892017	a
5	1	1	1	27	6	2010	1392	38	32	32.314629	V
4	1	1	1	28	0	986	1387	1017	140	-1	
5	1	1	1	28	1	986	1423	146	102	29.820984	u
5	1	1	1	28	2	1343	1387	127	96	57.241016	„AM
5	1	1	1	28	3	1789	1391	102	136	46.266003	3
5	1	1	1	28	4	1925	1395	78	128	46.266003	§
4	1	1	1	29	0	622	1494	1007	44	-1	
5	1	1	1	29	1	622	1519	5	19	0.000000	:
5	1	1	1	29	2	1594	1494	35	37	54.712906	€.
4	1	1	1	30	0	457	1470	1575	132	-1	
5	1	1	1	30	1	457	1515	174	87	30.675476	ys
5	1	1	1	30	2	1324	1525	24	32	66.176315	4
5	1	1	1	30	3	1744	1505	215	90	19.520721	So
5	1	1	1	30	4	1963	1470	69	116	42.342255	f
4	1	1	1	31	0	257	1566	1649	98	-1	
5	1	1	1	31	1	257	1603	39	16	69.336548	~
5	1	1	1	31	2	605	1632	31	32	18.273483	>
5	1	1	1	31	3	682	1593	45	45	69.350647	M
5	1	1	1	31	4	1850	1566	56	55	13.650520	i
4	1	1	1	32	0	914	1622	983	74	-1	
5	1	1	1	32	1	914	1648	32	48	55.916626	ma.
5	1	1	1	32	2	1430	1640	56	48	34.603821	eS
5	1	1	1	32	3	1632	1656	34	16	72.413696	+
5	1	1	1	32	4	1847	1622	50	50	76.354446	#r
4	1	1	1	33	0	904	1672	942	45	-1	
5	1	1	1	33	1	904	1683	21	21	78.566048	s
5	1	1	1	33	2	1691	1672	155	45	61.969494	<_4
4	1	1	1	34	0	838	1719	949	58	-1	
5	1	1	1	34	1	838	1750	22	27	76.180664	¢
5	1	1	1	34	2	1672	1719	115	41	0.000000	aes
4	1	1	1	35	0	343	1758	1697	126	-1	
5	1	1	1	35	1	343	1827	61	39	14.765099	{>
5	1	1	1	35	2	444	1846	24	23	47.356548	$3
5	1	1	1	35	3	997	1760	69	78	29.573914	sa
5	1	1	1	35	4	1199	1816	16	15	57.462879	%
5	1	1	1	35	5	1480	1792	77	92	47.834076	ut
5	1	1	1	35	6	1954	1758	86	79	76.402420	a,
4	1	1	1	36	0	445	1840	1595	58	-1	
5	1	1	1	36	1	445	1871	93	27	1.265549	M
5	1	1	1	36	2	646	1872	2	2	79.094131	-
5	1	1	1	36	3	1304	1857	3	4	7.207718	‘
5	1	1	1	36	4	1458	1876	46	11	62.987564	—
5	1	1	1	36	5	1872	1843	29	41	95.718880	4
5	1	1	1	36	6	2032	1840	8	9	35.690491	É
4	1	1	1	37	0	835	1887	1213	108	-1	
5	1	1	1	37	1	835	1973	47	17	49.343792	r
5	1	1	1	37	2	911	1952	10	41	44.120697	—
5	1	1	1	37	3	950	1979	32	16	46.986717	a
5	1	1	1	37	4	1056	1955	99	40	6.348732	TT
5	1	1	1	37	5	1165	1942	111	51	26.888748	poe
5	1	1	1	37	6	1733	1935	3	1	0.000000	,
5	1	1	1	37	7	1802	1936	38	44	63.984146	A.
5	1	1	1	37	8	1881	1887	82	95	57.001972	Pa
5	1	1	1	37	9	2024	1952	24	32	70.655716	f
